protein_id,phi_mean,phi_std,psi_mean,psi_std,rsa_mean,rsa_std,contact_number_mean,contact_number_std,long_range_contacts_mean,betweenness_centrality_mean,core_mean,plddt_mean_mean,plddt_mean_std,disorder_proxy_mean,is_helix_mean,is_sheet_mean,is_coil_mean,label,long_range_norm,charged_fraction,polar_fraction,hydrophobic_fraction,contact_order,graph_density,total_sasa,length,contact_density,mean_entropy,variance_entropy,std_entropy,skew_entropy,pct_conserved,pct_variable,cysteine_count,cysteine_fraction,has_4plus_cys,is_short
negative_4209,-61.95189,61.190098,66.86865,64.54357,0.81080246,0.14370708,5.1243243,1.4672892,0.0,0.13851914,0.0,51.071083,7.212063,1.0,0.1891891891891892,0.0,0.8108108108108109,0,0.0,0.2378378378378378,0.2486486486486486,0.4702702702702703,10.679061,0.0294974874371859,4011.0,185.0,29.233034,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
negative_3765,-58.57591,77.215805,93.590454,58.763992,0.76875937,0.23545088,5.2636366,2.1183145,0.45454547,0.08102643,0.059090909090909,44.12182,14.710324,0.9045454545454544,0.1227272727272727,0.0454545454545454,0.8318181818181818,0,18.998268,0.2863636363636364,0.2454545454545454,0.3545454545454545,14.985222,0.0236180904522613,4845.0,220.0,30.340405,0.0,0.0,0.0,0.0,0.0,0.0,4,0.01818181818181818,1,1
negative_5198,-63.537434,80.63883,82.87861,65.40707,0.8668142,0.11785417,4.684492,1.3408091,0.0,0.15931974,0.0,40.68615,10.905719,0.9946524064171124,0.1336898395721925,0.0,0.8663101604278075,0,0.0,0.0641711229946524,0.3903743315508021,0.4117647058823529,11.675783,0.025929648241206,3520.5,187.0,31.06061,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0053475935828877,0,1
negative_6686,-70.31094,50.00246,33.57642,82.56653,0.27687415,0.30794346,10.433684,3.4349473,3.8442106,0.010647128,0.5852631578947368,89.88444,16.680351,0.0989473684210526,0.391578947368421,0.1642105263157894,0.4442105263157895,0,175.01007,0.1473684210526315,0.3347368421052631,0.4252631578947368,10.185092,0.0199497487437185,10657.5,475.0,21.775835,0.0,0.0,0.0,0.0,0.0,0.0,5,0.010526315789473684,1,0
negative_1135,-63.442696,41.67137,-20.223034,55.93248,0.34586287,0.2685496,9.617977,2.3769403,1.9775281,0.018920999,0.4325842696629213,74.53725,17.57778,0.247191011235955,0.7865168539325843,0.0,0.2134831460674157,0,36.59813,0.2022471910112359,0.2584269662921348,0.4606741573033708,5.4539943,0.0538190954773869,3991.5,178.0,15.728098,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
negative_5607,-77.238304,58.728157,73.0545,85.79492,0.36584735,0.33070496,9.645245,3.327116,3.470437,0.016585836,0.4781491002570694,87.71846,15.466552,0.1311053984575835,0.1388174807197943,0.3701799485861182,0.4910025706940874,0,139.96533,0.1773778920308483,0.3161953727506427,0.3856041131105398,17.866312,0.0250753768844221,8536.5,389.0,25.804077,0.0,0.0,0.0,0.0,0.0,0.0,4,0.010282776349614395,1,1
negative_4911,-66.87118,76.089,84.23059,81.87212,0.48737895,0.33669946,8.470589,3.809326,3.1411765,0.037480734,0.3117647058823529,76.72976,22.77481,0.3764705882352941,0.1117647058823529,0.3294117647058823,0.5588235294117647,0,63.041656,0.1470588235294117,0.3705882352941176,0.3647058823529411,13.087484,0.0526130653266331,3528.0,170.0,22.168623,0.0,0.0,0.0,0.0,0.0,0.0,10,0.058823529411764705,1,1
negative_5648,-70.13057,60.686615,70.318634,83.23726,0.367462,0.30466706,9.512739,3.2219586,3.1751592,0.013550257,0.4267515923566879,83.23091,16.744333,0.1496815286624203,0.1417197452229299,0.2770700636942675,0.5812101910828026,0,209.61363,0.2420382165605095,0.339171974522293,0.3312101910828025,11.50626,0.015929648241206,14152.5,628.0,32.897762,0.0,0.0,0.0,0.0,0.0,0.0,43,0.06847133757961783,1,0
negative_2419,-67.91765,78.71904,77.14706,82.7511,0.6006194,0.29179224,7.607843,3.3275235,2.4509804,0.03927587,0.1470588235294117,47.93098,13.726197,0.8725490196078431,0.1176470588235294,0.0980392156862745,0.7843137254901961,0,32.86082,0.2352941176470588,0.2156862745098039,0.4411764705882353,8.903152,0.0684924623115577,2535.0,102.0,18.686794,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0196078431372549,0,1
negative_6490,-59.17831,55.72001,-5.7204823,68.444725,0.6396194,0.18337137,7.0361447,1.5015908,0.0,0.090972744,0.036144578313253,85.05121,11.991796,0.180722891566265,0.7228915662650602,0.0,0.2771084337349397,0,0.0,0.3012048192771084,0.180722891566265,0.4457831325301205,7.8255343,0.08,1951.5,83.0,23.478893,0.0,0.0,0.0,0.0,0.0,0.0,1,0.012048192771084338,0,1
negative_861,-65.21903,52.94619,33.822258,75.941154,0.5074728,0.32675105,7.4451613,2.5419252,1.2258065,0.029070288,0.2903225806451613,52.60481,22.652937,0.6967741935483871,0.4290322580645161,0.032258064516129,0.5387096774193548,0,51.039856,0.2774193548387096,0.232258064516129,0.4387096774193548,8.442933,0.0286934673366834,7317.0,310.0,21.558176,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0064516129032258064,0,1
negative_3455,-70.92357,49.966763,43.137238,85.55426,0.2971528,0.30585203,9.770833,3.2181985,3.109375,0.008520133,0.5533854166666666,88.96395,19.891916,0.125,0.3411458333333333,0.15625,0.5026041666666666,0,244.40083,0.2096354166666666,0.28125,0.4244791666666667,10.135337,0.013467336683417,17385.0,768.0,26.27878,0.0,0.0,0.0,0.0,0.0,0.0,7,0.009114583333333334,1,0
negative_1059,-66.81604,54.550274,25.587772,84.12098,0.38163224,0.32145402,8.700934,3.1272268,1.9034268,0.013235327,0.4244548286604361,72.16315,24.710537,0.3115264797507788,0.4376947040498442,0.0529595015576324,0.5093457943925234,0,280.88934,0.2531152647975078,0.2375389408099688,0.4439252336448598,17.22706,0.0064824120603015,29973.0,1284.0,44.98432,0.0,0.0,0.0,0.0,0.0,0.0,27,0.02102803738317757,1,0
negative_6107,-82.42647,59.750427,86.81409,77.10835,0.33212706,0.2989044,10.003096,3.621639,4.4520125,0.013745644,0.4752321981424148,79.47944,25.0959,0.3065015479876161,0.0557275541795665,0.4427244582043343,0.5015479876160991,0,287.51096,0.2120743034055727,0.3034055727554179,0.4164086687306501,11.928362,0.017788944723618,15084.0,646.0,28.491737,0.0,0.0,0.0,0.0,0.0,0.0,7,0.010835913312693499,1,0
negative_6272,-73.50121,49.686203,41.385197,87.31763,0.31373438,0.3094338,9.909366,3.3435967,3.057402,0.014743825,0.5196374622356495,94.61444,11.161541,0.0543806646525679,0.3897280966767371,0.1903323262839879,0.4199395770392749,0,102.1256,0.2175226586102719,0.2416918429003021,0.4622356495468278,8.508101,0.0313567839195979,7626.0,331.0,20.186405,0.0,0.0,0.0,0.0,0.0,0.0,3,0.00906344410876133,0,1
negative_7116,-73.00742,44.06022,39.107418,84.52776,0.34395227,0.30638844,9.225806,3.073108,2.3806453,0.015711587,0.4677419354838709,82.97539,17.946325,0.2387096774193548,0.432258064516129,0.1548387096774193,0.4129032258064516,0,79.993004,0.3032258064516129,0.267741935483871,0.3806451612903225,11.381543,0.0308542713567839,7387.5,310.0,21.44419,0.0,0.0,0.0,0.0,0.0,0.0,7,0.02258064516129032,1,1
negative_4600,-57.600002,64.11528,14.110937,77.78262,0.58833534,0.22768834,7.21875,1.5272005,0.0625,0.059179787,0.09375,54.22906,5.5187244,1.0,0.59375,0.0625,0.34375,0,0.5541125,0.203125,0.265625,0.5,3.835644,0.1027135678391959,1554.0,64.0,12.25369,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015625,0,1
negative_338,-72.37913,46.453686,48.928043,83.43665,0.34381935,0.3189379,9.134783,2.929693,2.5695653,0.014247755,0.5,79.18407,20.709023,0.2521739130434782,0.3391304347826087,0.2021739130434782,0.458695652173913,0,129.39551,0.2543478260869565,0.2521739130434782,0.4391304347826087,9.835524,0.0226633165829145,10873.5,460.0,23.59594,0.1826825096582629,0.0014631704538416,0.038251411135298,3.401091248808941,0.04,0.8,1,0.002173913043478261,0,0
negative_6963,-74.84155,64.89294,72.110695,79.85651,0.38493043,0.30836445,9.510077,3.6187024,4.0682173,0.014017399,0.3953488372093023,76.380066,26.04474,0.2635658914728682,0.1302325581395348,0.3410852713178294,0.5286821705426357,0,275.91782,0.1891472868217054,0.3596899224806201,0.365891472868217,12.151841,0.0160301507537688,14496.0,645.0,31.006353,0.021688542135641,2.799254434798906e-05,0.0052907980823302,1.6090254124674293,0.0075949367088607,0.5417721518987342,7,0.010852713178294573,1,0
negative_3224,-78.67752,57.85768,62.22828,88.98245,0.21303672,0.25270873,10.710072,2.7247024,4.476094,0.0064485203,0.6642929806714141,95.49878,6.406159,0.0183112919633774,0.1759918616480162,0.3550356052899288,0.4689725330620549,0,410.82822,0.1943031536113937,0.3173957273652085,0.392675483214649,10.657261,0.0115577889447236,22740.0,983.0,28.793762,0.0542731354517656,0.0001402101004233,0.0118410346010516,1.3007309723881222,0.03125,0.1328125,4,0.004069175991861648,1,0
negative_1680,-65.95284,46.638573,20.865887,76.07984,0.46601924,0.34442604,8.070234,3.2518647,1.3043479,0.015131971,0.3511705685618729,70.52475,24.65868,0.411371237458194,0.5317725752508361,0.0167224080267558,0.451505016722408,0,96.65146,0.2692307692307692,0.2725752508361204,0.4130434782608695,15.559472,0.0144723618090452,14110.5,598.0,29.692495,0.0812060200010444,0.0004183667789114,0.020454016204927,0.0021440806932922,0.0,0.2894736842105263,6,0.010033444816053512,1,0
negative_6641,-81.14691,58.347023,83.55309,78.68804,0.4178916,0.3536707,8.904841,3.6784594,3.3656094,0.012977658,0.4207011686143572,75.51177,26.35439,0.3138564273789649,0.0901502504173622,0.328881469115192,0.5809682804674458,0,226.39368,0.1769616026711185,0.3672787979966611,0.3639398998330551,12.982163,0.0168844221105527,13002.0,599.0,26.21571,0.0218658642151715,3.77566629486452e-05,0.0061446450628693,0.6661648063463552,0.0128205128205128,0.3974358974358974,6,0.01001669449081803,1,0
negative_3721,-80.726234,61.431805,96.29315,71.9708,0.42178997,0.3195562,8.889734,2.9601696,3.7414448,0.021921253,0.3612167300380228,74.91213,19.387234,0.3269961977186312,0.0570342205323193,0.4106463878326996,0.532319391634981,0,110.68946,0.155893536121673,0.3460076045627376,0.4068441064638783,17.879686,0.0364824120603015,5616.0,263.0,25.32338,0.032750291489728,0.0001630881018174,0.0127705952021597,1.2879237247566229,0.0508474576271186,0.5720338983050848,2,0.0076045627376425855,0,1
negative_2549,-76.37717,55.391567,84.20549,77.953156,0.52194387,0.3588949,8.283237,4.1973915,2.7456648,0.043475192,0.2976878612716763,82.15849,17.732779,0.361271676300578,0.0982658959537572,0.2023121387283237,0.6994219653179191,0,114.689445,0.1127167630057803,0.3497109826589595,0.4826589595375722,21.97647,0.0233668341708542,7470.0,346.0,32.48709,0.4287649103347685,0.0013949956055869,0.037349639965962,0.2179610720636831,0.25,0.5,16,0.046242774566473986,1,1
negative_6892,-81.004555,52.67052,75.71503,84.48947,0.2997049,0.3122661,9.899773,3.2749186,3.8268793,0.01210479,0.5649202733485194,89.03606,17.222784,0.1002277904328018,0.1480637813211845,0.3280182232346241,0.5239179954441914,0,169.70085,0.1822323462414578,0.3029612756264236,0.4328018223234624,8.881754,0.0232663316582914,10071.0,439.0,21.645067,0.0377140829554394,0.0001346077921192,0.0116020598222588,0.459162373427093,0.24,0.085,8,0.018223234624145785,1,0
negative_4226,-72.32289,56.87569,47.77952,79.020744,0.63231856,0.2560672,7.2771087,2.3285778,1.0120482,0.059243295,0.1204819277108433,52.905304,6.7262974,1.0,0.2409638554216867,0.1566265060240964,0.6024096385542169,0,11.543044,0.0843373493975903,0.4578313253012048,0.4457831325301205,11.586013,0.0865829145728643,1731.0,83.0,26.150627,0.0216711613109458,2.0964997489751308e-05,0.0045787550152581,-0.642865081207552,0.5126262626262627,0.0101010101010101,6,0.07228915662650602,1,1
negative_7094,-76.75455,66.95665,80.05175,77.75845,0.4415595,0.31112546,8.699301,3.623155,3.4545455,0.033871133,0.3006993006993007,88.17636,15.139778,0.2027972027972027,0.1258741258741259,0.3216783216783216,0.5524475524475524,0,56.786167,0.1398601398601398,0.3776223776223776,0.4265734265734265,15.632995,0.0581407035175879,3220.5,143.0,22.01831,0.499724344292588,0.0008367887446418,0.0289273010258792,-0.5251157720544095,0.3333333333333333,0.0,7,0.04895104895104895,1,1
negative_3348,-70.47496,55.510674,46.393467,84.31558,0.31994542,0.3176987,9.85381,3.4574084,3.2317262,0.011511438,0.5349922239502333,87.52974,20.926264,0.1399688958009331,0.3234836702954899,0.1897356143079315,0.4867807153965785,0,210.88287,0.2752721617418351,0.2068429237947122,0.4230171073094868,12.197924,0.0144723618090452,14644.5,643.0,26.239553,0.3439859512539223,0.0092931611591458,0.0964010433509194,0.8776407041171721,0.25,0.5,8,0.012441679626749611,1,0
negative_4115,-64.452805,68.10271,108.123314,49.609257,0.59070736,0.34353366,8.72518,5.513477,4.3884892,0.03468108,0.237410071942446,58.373104,17.912903,0.7136690647482015,0.0057553956834532,0.1208633093525179,0.8733812949640288,0,349.56296,0.1223021582733813,0.3381294964028777,0.3179856115107913,18.239119,0.0118090452261306,12856.5,695.0,38.080193,0.0439472044373009,0.0001509870335836,0.0122876781201207,4.389192720403076,0.0180722891566265,0.933734939759036,3,0.004316546762589928,0,0
negative_1623,-73.96813,58.962887,44.70297,87.253845,0.25407213,0.29007572,10.544517,3.1798408,3.8090322,0.00816908,0.6103225806451613,92.49858,15.606236,0.0670967741935483,0.3058064516129032,0.2258064516129032,0.4683870967741935,0,279.9559,0.2232258064516129,0.2632258064516129,0.4206451612903226,11.424402,0.0156281407035175,17503.5,775.0,26.714382,0.0395262255338321,4.0637787243477497e-05,0.0063747774269755,1.455535469834518,0.0157068062827225,0.0418848167539267,1,0.0012903225806451613,0,0
negative_2438,-67.582726,52.11059,5.897273,75.005005,0.49757028,0.27155885,7.6545453,1.9696615,0.6727273,0.031008866,0.209090909090909,69.60945,17.548992,0.509090909090909,0.6454545454545455,0.0,0.3545454545454545,0,9.667458,0.2363636363636363,0.2545454545454545,0.4909090909090909,5.6335177,0.074572864321608,2649.0,110.0,15.000977,0.0,0.0,0.0,0.0,0.0,0.0,2,0.01818181818181818,0,1
negative_5175,-72.6875,52.11166,54.700535,85.4601,0.31710023,0.29955095,9.723404,3.0608208,3.5797873,0.012870975,0.5,86.04564,18.102299,0.1728723404255319,0.3085106382978723,0.2340425531914893,0.4574468085106383,0,138.42888,0.2074468085106383,0.300531914893617,0.4228723404255319,11.536846,0.0267839195979899,8569.5,376.0,21.578154,0.0,0.0,0.0,0.0,0.0,0.0,5,0.013297872340425532,1,1
negative_4913,-77.60152,62.283916,90.46869,75.8857,0.40040284,0.32960108,9.313131,3.7202873,3.4848485,0.021937756,0.4191919191919191,84.61935,15.677536,0.202020202020202,0.0454545454545454,0.3888888888888889,0.5656565656565656,0,74.08893,0.1262626262626262,0.3939393939393939,0.4292929292929293,14.343145,0.0462814070351758,4234.5,198.0,20.024841,0.0,0.0,0.0,0.0,0.0,0.0,4,0.020202020202020204,1,1
negative_54,-54.229195,73.04352,85.233574,62.44393,0.8471141,0.11806864,4.5985403,1.31987,0.0,0.15388817,0.0,56.257954,14.720277,0.8613138686131386,0.1386861313868613,0.0,0.8613138686131386,0,0.0,0.2700729927007299,0.291970802919708,0.4014598540145985,13.011593,0.0315577889447236,3295.5,137.0,33.93447,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0072992700729927005,0,1
negative_4815,-72.145996,52.51848,37.952568,85.53646,0.37470636,0.28554246,9.088296,2.9006894,2.5010266,0.011837764,0.4127310061601643,66.48559,19.950615,0.5174537987679672,0.3470225872689938,0.0985626283367556,0.5544147843942505,0,134.01851,0.217659137577002,0.2895277207392197,0.4188911704312115,8.606828,0.0193969849246231,11427.0,487.0,23.699003,0.0,0.0,0.0,0.0,0.0,0.0,2,0.004106776180698152,0,0
negative_5581,-65.24762,78.782776,96.31395,64.75153,0.7384961,0.18960817,5.6530614,2.0326786,0.78911567,0.056841638,0.010204081632653,45.4916,13.107394,0.9319727891156464,0.0850340136054421,0.1632653061224489,0.7517006802721088,0,41.039703,0.1564625850340136,0.5476190476190477,0.282312925170068,19.042007,0.0179899497487437,6345.0,294.0,37.700367,0.0,0.0,0.0,0.0,0.0,0.0,2,0.006802721088435374,0,1
negative_4135,-76.47143,44.561424,39.202007,78.385994,0.31042093,0.2733909,9.321428,2.6137283,3.25,0.01348675,0.4709821428571428,81.099174,14.171933,0.2120535714285714,0.3236607142857143,0.2209821428571428,0.4553571428571428,0,156.19922,0.2790178571428571,0.203125,0.4553571428571428,6.7727337,0.0215577889447236,10818.0,448.0,22.755806,0.0,0.0,0.0,0.0,0.0,0.0,8,0.017857142857142856,1,0
negative_622,-81.44433,60.623123,93.935135,84.26326,0.45563412,0.32852724,9.027027,3.663024,3.891892,0.03197524,0.3351351351351351,90.45426,14.435508,0.1729729729729729,0.0,0.4378378378378378,0.5621621621621622,0,79.76047,0.1297297297297297,0.3351351351351351,0.4486486486486487,20.091969,0.0463316582914572,4011.0,185.0,26.085394,0.0,0.0,0.0,0.0,0.0,0.0,2,0.010810810810810811,0,1
negative_2332,-85.17072,88.7144,116.57568,50.005924,0.40654817,0.29783276,9.502763,2.823757,5.2928176,0.022824777,0.3591160220994475,54.526134,8.868179,0.994475138121547,0.0,0.569060773480663,0.430939226519337,0,100.812775,0.2762430939226519,0.1823204419889502,0.4033149171270718,10.394378,0.0484924623115577,3784.5,181.0,18.42657,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
negative_1801,-75.740166,49.506,45.4084,87.86042,0.29911447,0.28686026,9.95082,2.9930856,3.512295,0.010918261,0.5204918032786885,92.37111,14.57438,0.0717213114754098,0.3319672131147541,0.2192622950819672,0.4487704918032787,0,172.2471,0.1598360655737705,0.2848360655737705,0.4651639344262295,8.494589,0.0201507537688442,11083.5,488.0,22.651188,0.0,0.0,0.0,0.0,0.0,0.0,3,0.006147540983606557,0,0
negative_4639,-67.53923,47.22355,19.149172,84.82211,0.27005076,0.27369437,9.852671,2.7214515,2.7734807,0.009335261,0.5874769797421732,85.853165,15.691429,0.1233885819521178,0.5414364640883977,0.1123388581952117,0.3462246777163904,0,152.85194,0.2302025782688766,0.2430939226519337,0.4696132596685083,7.267325,0.0177386934673366,13051.5,543.0,22.687065,0.0,0.0,0.0,0.0,0.0,0.0,6,0.011049723756906077,1,0
negative_1852,-50.78319,83.93507,83.5042,63.024204,0.85341334,0.12712458,4.6890755,1.2402016,0.0,0.14520906,0.0,47.236473,9.09063,0.957983193277311,0.1260504201680672,0.0,0.8739495798319328,0,0.0,0.2941176470588235,0.2521008403361344,0.3865546218487395,12.2264385,0.0363316582914572,2800.5,119.0,30.28587,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008403361344537815,0,1
negative_1382,-71.95374,61.6756,69.78445,77.04981,0.5667015,0.319793,7.29697,2.9943757,1.5878788,0.034196597,0.206060606060606,66.0803,22.514362,0.5373737373737374,0.202020202020202,0.2121212121212121,0.5858585858585859,0,107.71593,0.2747474747474747,0.2727272727272727,0.3676767676767676,12.115934,0.0148743718592964,11343.0,495.0,31.160515,0.0,0.0,0.0,0.0,0.0,0.0,8,0.01616161616161616,1,0
negative_1687,-82.67065,61.87432,86.94832,83.829926,0.29462078,0.29463586,10.434251,3.6269004,4.1896024,0.012795199,0.5321100917431193,94.627464,11.4361925,0.0581039755351682,0.0275229357798165,0.4709480122324159,0.5015290519877675,0,131.29834,0.1253822629969418,0.3516819571865443,0.4311926605504587,9.156201,0.0307035175879397,7246.5,327.0,19.141642,0.0,0.0,0.0,0.0,0.0,0.0,4,0.012232415902140673,1,1
negative_2675,-65.41321,74.72918,64.5566,69.37536,0.81318235,0.14024045,4.90566,1.2131356,0.0,0.13756794,0.0,58.75151,4.324408,1.0,0.1698113207547169,0.0,0.8301886792452831,0,0.0,0.2075471698113207,0.2830188679245283,0.4528301886792453,15.44131,0.0807537688442211,1264.5,53.0,30.57795,0.0,0.0,0.0,0.0,0.0,0.0,2,0.03773584905660377,0,1
negative_2840,-83.57511,59.546906,96.320366,76.03803,0.4232877,0.3200493,8.886878,3.3912802,3.8552036,0.022059998,0.3484162895927601,85.80113,19.263176,0.2307692307692307,0.0,0.4253393665158371,0.5746606334841629,0,95.87168,0.1402714932126696,0.3076923076923077,0.4705882352941176,13.0971,0.0429145728643216,4963.5,221.0,21.384806,0.0,0.0,0.0,0.0,0.0,0.0,2,0.00904977375565611,0,1
negative_2044,-58.945866,97.34139,105.880516,81.17227,0.8773766,0.10466333,4.1771655,0.735216,0.007874016,0.15989324,0.0,53.432144,10.590141,0.9212598425196852,0.0314960629921259,0.0,0.968503937007874,0,0.95758694,0.3523622047244094,0.2125984251968504,0.3031496062992126,22.787392,0.0076884422110552,10653.0,508.0,52.845123,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
negative_5604,-81.85543,50.85621,84.62645,74.11358,0.5172733,0.3248912,7.746377,3.0536096,2.4782608,0.03825683,0.2572463768115942,73.94464,15.123331,0.3768115942028985,0.1159420289855072,0.2898550724637681,0.5942028985507246,0,88.29933,0.1594202898550724,0.3840579710144927,0.394927536231884,12.695302,0.0310552763819095,6397.5,276.0,28.09952,0.0,0.0,0.0,0.0,0.0,0.0,2,0.007246376811594203,0,1
negative_2280,-75.72346,81.068245,111.27408,49.55457,0.7296621,0.22193144,5.728395,2.0063171,1.1111112,0.10247305,0.0123456790123456,73.02531,20.179455,0.4814814814814814,0.0,0.2962962962962963,0.7037037037037037,0,15.711205,0.1604938271604938,0.345679012345679,0.4814814814814814,8.955957,0.0660301507537688,1828.5,81.0,24.027288,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
negative_4810,-67.680275,35.71712,-4.5421767,63.266087,0.6383149,0.20740189,7.1904764,1.7694153,0.15646258,0.036028042,0.0238095238095238,71.1681,9.592024,0.3877551020408163,0.7278911564625851,0.0,0.272108843537415,0,6.39735,0.1768707482993197,0.2891156462585034,0.4557823129251701,15.70222,0.0246733668341708,6028.5,294.0,32.481907,0.0236448992778426,3.223949691143182e-05,0.0056779835251109,1.059840466883219,0.1376404494382022,0.0224719101123595,0,0.0,0,1
negative_5826,-67.66372,76.47469,83.74425,78.02878,0.56221443,0.35651332,7.4100294,3.5250607,2.0648968,0.074924685,0.2625368731563421,74.94693,24.696154,0.4277286135693215,0.168141592920354,0.2094395280235988,0.6224188790560472,0,94.46655,0.1563421828908554,0.359882005899705,0.43952802359882,17.686998,0.0261306532663316,7281.0,339.0,28.732637,0.0351090329263916,3.457795140696043e-05,0.0058803019826332,3.575541062830958,0.0090497737556561,0.2217194570135746,6,0.017699115044247787,1,1
negative_2258,-72.259384,49.427418,42.369923,85.55058,0.3746155,0.29518512,9.21456,2.827738,2.6743295,0.0176042,0.4022988505747126,82.597435,16.573112,0.1839080459770115,0.3486590038314176,0.1915708812260536,0.4597701149425287,0,151.49936,0.2471264367816092,0.2509578544061303,0.4386973180076628,13.946418,0.0173366834170854,12255.0,522.0,30.217272,0.129225180745652,0.0006948793945067,0.0263605651401239,3.724247912895687,0.024390243902439,0.3658536585365853,2,0.0038314176245210726,0,0
negative_2593,-75.92695,62.71691,86.126785,83.583824,0.2936467,0.3234742,10.370716,3.7978911,4.5576324,0.01094413,0.573208722741433,90.379616,19.93954,0.1105919003115264,0.0311526479750778,0.3271028037383177,0.6417445482866043,0,282.14056,0.1495327102803738,0.3115264797507788,0.454828660436137,12.042851,0.0154773869346733,14260.5,642.0,25.195562,0.02172366821546,1.2611048247647583e-05,0.0035512037744471,1.8157472552665348,0.0075757575757575,0.0505050505050505,9,0.014018691588785047,1,0
negative_3120,-70.055244,50.982765,28.340511,86.49052,0.2869986,0.27213585,10.2209635,2.9060893,3.5637393,0.011670466,0.5212464589235127,87.74643,20.198826,0.1388101983002833,0.4475920679886686,0.178470254957507,0.3739376770538243,0,123.08036,0.2322946175637393,0.2039660056657223,0.4447592067988669,6.5419226,0.0293969849246231,7938.0,353.0,19.221617,0.0263480514219712,2.9812595234723488e-05,0.0054600911379503,2.0847510789312134,0.0031948881789137,0.7284345047923323,0,0.0,0,1
negative_2919,-74.55013,50.716347,64.05748,81.80193,0.39636046,0.34521568,8.729659,3.3051615,2.7296588,0.018573828,0.4356955380577428,82.67874,24.110233,0.2362204724409448,0.2388451443569554,0.1863517060367454,0.5748031496062992,0,119.13408,0.2519685039370078,0.2677165354330709,0.4146981627296588,12.072938,0.0268341708542713,8853.0,381.0,23.177513,0.1215449101882756,0.0002503689485939,0.0158230511783902,-0.2818073464591875,0.0,0.0222222222222222,6,0.015748031496062992,1,1
negative_7118,-74.0738,54.836105,43.297817,88.859535,0.23850684,0.2758042,10.710335,3.0618875,3.8427947,0.008219351,0.6215429403202329,95.21556,10.80386,0.0349344978165938,0.3537117903930131,0.2489082969432314,0.3973799126637554,0,246.49088,0.1528384279475982,0.3449781659388646,0.4163027656477438,11.12215,0.0188442211055276,15334.5,687.0,25.338129,0.0215328313344068,5.064061176949065e-05,0.0071162217341431,2.420245938958268,0.0404040404040404,0.6388888888888888,0,0.0,0,0
negative_4473,-77.76,59.824177,73.82927,78.46178,0.5640529,0.31048813,7.6585364,2.9189186,1.8926829,0.05985092,0.2195121951219512,81.10064,17.98777,0.3170731707317073,0.1902439024390244,0.3365853658536585,0.473170731707317,0,50.662415,0.2731707317073171,0.2780487804878049,0.3951219512195122,20.364538,0.0363316582914572,4794.0,205.0,41.46941,5.854854563651309e-11,0.0,0.0,0.0,1.0,0.0,3,0.014634146341463415,0,1
negative_4142,-79.81803,58.964157,73.7276,83.77014,0.3735195,0.3409395,9.68306,3.797344,3.9398906,0.016909784,0.4590163934426229,86.31235,21.629133,0.1721311475409836,0.1202185792349726,0.3114754098360656,0.5683060109289617,0,148.91986,0.1229508196721311,0.3633879781420765,0.4234972677595628,11.882358,0.027788944723618,7915.5,366.0,21.53159,0.0216117483257586,3.323572041458711e-05,0.0057650429672802,0.9586927878246864,0.0858585858585858,0.0909090909090909,10,0.0273224043715847,1,1
negative_3226,-76.05725,70.4902,100.89638,70.16458,0.49603963,0.33375996,8.536232,3.728289,3.289855,0.03969328,0.2971014492753623,82.38732,19.02338,0.3188405797101449,0.0434782608695652,0.4710144927536231,0.4855072463768116,0,53.18505,0.1231884057971014,0.3333333333333333,0.5,14.631731,0.0569849246231155,3040.5,138.0,20.893066,0.0223084197505028,3.776248620769838e-05,0.0061451188928855,1.866164851207048,0.0078740157480314,0.6587926509186351,2,0.014492753623188406,0,1
negative_4753,-73.4903,69.664474,85.563774,80.24515,0.3753769,0.34415877,9.484694,3.9852376,3.5867348,0.016318299,0.4719387755102041,76.05367,27.131159,0.3188775510204081,0.0612244897959183,0.3877551020408163,0.5510204081632653,0,148.23883,0.1964285714285714,0.3443877551020408,0.3698979591836734,12.2673645,0.0281909547738693,9001.5,392.0,22.31049,0.0251699844954252,2.4656854157100294e-05,0.0049655668515387,1.6340366070909007,0.0030211480362537,0.3141993957703927,5,0.012755102040816327,1,1
negative_2547,-63.411903,55.26431,79.37698,73.19699,0.8254325,0.12248923,4.904762,1.525404,0.0,0.14789964,0.0,65.83841,13.596869,0.6666666666666666,0.2301587301587301,0.0,0.7698412698412699,0,0.0,0.1825396825396825,0.3333333333333333,0.4761904761904761,21.209072,0.0357286432160804,2914.5,126.0,39.77796,0.0687607309800158,0.0001529570717212,0.0123675814822968,1.3491308706487253,0.0,0.631578947368421,5,0.03968253968253968,1,1
